"EntityName"	"DepartmentSubdivision"	"count"	"medianOT"	"medianTotalPay"
"All Counties"	"Economic Development"	5	151	45330
"All Counties"	"Engineering And Projects"	4	0	72101.5
"All Counties"	"Facilities"	15	1236	43065
"All Counties"	"Information Technology"	12	1425	67857.5
"All Counties"	"Jail"	23	3079.5	54702
"All Counties"	"Mental Health"	21	822.5	42596
"All Counties"	"Paramedics"	27	13625	83988
"All Counties"	"Planning Commission"	5	0	800
"All Counties"	"Probation"	12	302.5	40152.5
"All Counties"	"Public Health"	21	264	55011
"All Counties"	"Road Department"	30	1854	48469.5
"All Counties"	"Sheriff"	45	6190	65419
"All Counties"	"Social Services"	28	1656	41658.5
"All Counties"	"Solid Waste"	7	2557	49136
"All Counties"	"Agriculture Commissioner"	76	153	51472.5
"All Counties"	"Assessor/Clerk/Recorder"	75	0	43172
"All Counties"	"Auditor Controller"	46	0	65607.5
"All Counties"	"Board Of Supervisors"	22	0	83362
"All Counties"	"Child Support Services"	108	0	51659
"All Counties"	"Clerk Of The Board"	4	0	57025
"All Counties"	"Cooperative Extension Service"	8	0	23390
"All Counties"	"County Administrative Office"	36	0	77856.5
"All Counties"	"County Counsel"	42	0	110232.5
"All Counties"	"District Attorney"	140	0	84303.5
"All Counties"	"Economic Development"	47	0	54760
"All Counties"	"Elections"	14	0	55372.5
"All Counties"	"Emergency Communication"	79	19819	82988
"All Counties"	"Equal Opportunity Office"	4	0	74594.5
"All Counties"	"Health"	914	0	50003.5
"All Counties"	"Human Resources"	35	0	54497
"All Counties"	"Information Technology"	110	0	78945.5
"All Counties"	"Library"	117	0	15967
"All Counties"	"Natividad Medical Center"	1148	1541.5	51109.5
"All Counties"	"Parks"	140	53	11122
"All Counties"	"Probation"	310	0	72041.5
"All Counties"	"Public Defender"	51	0	79480
"All Counties"	"Resource Management Agency"	276	0	50276
"All Counties"	"Sheriff-Coroner"	431	7750	101685
"All Counties"	"Social Services"	822	0	47753
"All Counties"	"Treasurer/Tax Collector"	48	0	49119.5
"All Counties"	"Water Resources Agency"	48	0	68704
"All Counties"	"Ag Commissioner/sealer"	51	0	45466
"All Counties"	"Airport - Operations"	7	0	61787
"All Counties"	"Animal Services"	9	6984	56811
"All Counties"	"Animal Shelter - Operations"	9	10	43182
"All Counties"	"Assessor"	25	0	58414
"All Counties"	"Auditor-controller"	23	0	68808
"All Counties"	"Board Of Supervisors"	5	0	91429
"All Counties"	"Building Inspection"	16	0	70298.5
"All Counties"	"Child Support Services"	36	878.5	56046.5
"All Counties"	"Communications"	6	1557	77410
"All Counties"	"Coroner"	7	0	2883
"All Counties"	"Corrections"	109	2488	65741
"All Counties"	"County Counsel"	20	0	115297.5
"All Counties"	"County Executive Office"	21	0	72339
"All Counties"	"County Library - Operations"	100	0	18172
"All Counties"	"Cu Cooperative Extension"	4	0	45650
"All Counties"	"District Attorney"	67	0	57845
"All Counties"	"District Attorney - Consumer"	4	267.5	58256.5
"All Counties"	"Elections"	6	0	46113.5
"All Counties"	"Fleet Management - Operations"	3	50	67105
"All Counties"	"Hose - Agency Administration"	6	0	92740
"All Counties"	"Hose - Alcohol And Drug Svc"	30	0	59468
"All Counties"	"Hose - Child Welfare Services"	67	0	45464
"All Counties"	"Hose - Comprehensive Services"	43	0	61031
"All Counties"	"Hose - Fiscal"	31	0	53635
"All Counties"	"Hose - Health Care Enhancement"	1	711	26181
"All Counties"	"Hose - Mental Health"	93	0	68028
"All Counties"	"Hose - Operations"	17	0	49117
"All Counties"	"Hose - Organizational Resource"	6	0	58609.5
"All Counties"	"Hose - Public Health"	66	0	51817
"All Counties"	"Hose - Quality Management"	8	0	70865
"All Counties"	"Hose - Self Sufficiency"	104	417	52640
"All Counties"	"Housing And Intergovernmental"	5	0	71078
"All Counties"	"Human Resources"	14	0	69907
"All Counties"	"Information Technology Services"	45	0	91313
"All Counties"	"Juvenile Hall"	62	166.5	49916
"All Counties"	"Lafco"	3	0	67125
"All Counties"	"Pies-Local Enforcement Agency"	2	0	86536
"All Counties"	"Pies - Environmental Health"	23	0	72299
"All Counties"	"Planning Building & Envy Services"	41	0	67352
"All Counties"	"Probation"	81	0	72793
"All Counties"	"Property Management"	31	0	45587
"All Counties"	"Public Defender"	25	0	71578
"All Counties"	"Public Works"	56	0	77014
"All Counties"	"Recorder/County Clerk"	9	0	47339
"All Counties"	"Records Management"	5	0	41308
"All Counties"	"Roads"	31	599	58627
"All Counties"	"Sheriff"	132	10655	116127.5
"All Counties"	"Special Investigations Unit"	4	21362	118113.5
"All Counties"	"Training And Org Dev"	1	0	106148
"All Counties"	"Treasurer-tax Collector"	12	0	55390.5
"All Counties"	"Agriculture Services"	10	0	24490.5
"All Counties"	"Airport"	6	137	16229
"All Counties"	"Assessor"	27	11	38849
"All Counties"	"Auditor - Controller"	13	0	54205
"All Counties"	"Behavioral Health"	56	0	41245.5
"All Counties"	"Building Inspection"	15	0	27612
"All Counties"	"Central Services"	1	0	47759
"All Counties"	"Child Support Services"	23	0	45603
"All Counties"	"Clerk Of The Board"	12	0	43639.5
"All Counties"	"Clerk Recorder"	5	56	33976
"All Counties"	"Code Enforcement"	6	0	49290
"All Counties"	"Collections"	2	0	46751
"All Counties"	"Community Development Administration"	17	0	43221
"All Counties"	"County Counsel"	9	0	55044
"All Counties"	"County Executive Office"	7	0	100950
"All Counties"	"Department Of Public Works Administration"	3	0	53037
"All Counties"	"Department Of Social Services"	105	257	40536
"All Counties"	"District Attorney"	29	0	48283
"All Counties"	"Elections"	15	142	5671
"All Counties"	"Emergency Management"	1	0	93935
"All Counties"	"Environmental Health"	15	0	53377
"All Counties"	"Facilities Management"	14	0	43364
"All Counties"	"Fleet"	10	190.5	45040
"All Counties"	"Geographic Information Systems"	4	0	33634.5
"All Counties"	"Health & Human Services Agency Administration"	28	0	46972
"All Counties"	"Housing & Community Services"	3	0	3023
"All Counties"	"Human Resources"	8	0	54226.5
"All Counties"	"Information Systems Administration"	31	0	61813
"All Counties"	"Juvenile Hall"	42	198	26806
"All Counties"	"Library Administration"	5	0	30263
"All Counties"	"Library Branch 1 - Madelyn Helling"	10	0	13906
"All Counties"	"Library Branch 2 Grass Valley"	8	0	31408.5
"All Counties"	"Library Branch 3 - Truckee"	9	0	11121
"All Counties"	"Library Branch 5 - Penn Valley"	1	0	17460
"All Counties"	"Library Branch 6 - Bear River"	1	0	747
"All Counties"	"Planning"	10	0	59132
"All Counties"	"Probation"	38	0	45237.5
"All Counties"	"Public Defender"	13	0	77148
"All Counties"	"Public Health"	52	0	32917.5
"All Counties"	"Purchasing"	2	0	49143.5
"All Counties"	"Risk Management"	2	0	74555
"All Counties"	"Roads Engineering"	6	0	79193
"All Counties"	"Roads Maintenance"	51	400	33497
"All Counties"	"Sheriff Administration Support Services"	26	0	38190
"All Counties"	"Sheriff Animal Control"	4	1986	39000
"All Counties"	"Sheriff Corrections"	73	10333	67380
"All Counties"	"Sheriff Court Security"	7	2586	68832
"All Counties"	"Sheriff Dispatchers"	14	14854.5	58989
"All Counties"	"Sheriff Operations"	66	5210	71399.5
"All Counties"	"Sheriff Truckee"	12	10700	77715.5
"All Counties"	"Solid Waste Western"	3	0	44922
"All Counties"	"Transit"	28	171.5	21052
"All Counties"	"Treasurer - Tax Collector"	9	0	45280
"All Counties"	"Veterans Services"	3	0	20931
"All Counties"	"Victim Witness Program"	4	0	26482
"All Counties"	"Waste Water Management"	19	1934	57968
"All Counties"	"Assessor"	348	1528.5	64475.5
"All Counties"	"Auditor-Controller"	401	24	50010
"All Counties"	"Board of Supervisors - 1st District"	16	0	33562.5
"All Counties"	"Board of Supervisors - 2nd District"	7	0	62151
"All Counties"	"Board of Supervisors - 3rd District"	14	0	25482.5
"All Counties"	"Board of Supervisors - 4th District"	13	0	47686
"All Counties"	"Board of Supervisors - 5th District"	9	0	61922
"All Counties"	"Child Support Services"	563	0	47401
"All Counties"	"Clerk-Recorder"	109	11	43360
"All Counties"	"Clerk of The Board"	28	0	54268.5
"All Counties"	"County Counsel"	102	0	130441.5
"All Counties"	"County Executive Office"	197	0	71850
"All Counties"	"District Attorney"	798	0	85642.5
"All Counties"	"Health Care Agency"	2558	0	60821.5
"All Counties"	"Human Resource Services"	138	0	70060.5
"All Counties"	"Internal Audit"	16	0	101239
"All Counties"	"John Wayne Airport"	177	0	69270
"All Counties"	"OC Community Resources"	1644	0	33712.5
"All Counties"	"OC Dana Point Harbor"	17	0	57417
"All Counties"	"OC Public Works"	950	47.5	64164
"All Counties"	"OC Waste & Recycling"	277	460	54762
"All Counties"	"Office Of The Performance Audit Director"	4	0	110148.5
"All Counties"	"Orange County Public Administration"	7	458	67631
"All Counties"	"Orange County Public Guardian"	46	0	68404
"All Counties"	"Probation"	1299	86	62267
"All Counties"	"Public Defender"	407	0	98655
"All Counties"	"Registrar of Voters"	67	194	44538
"All Counties"	"Sheriff-Coroner"	3997	3716	72801
"All Counties"	"Social Services Agency"	4018	0	47444.5
"All Counties"	"Treasurer/Tax Collector"	90	0	46742.5
"All Counties"	"ADM-Administrative Services"	7	0	61077
"All Counties"	"ADM-Central Services"	9	0	53333
"All Counties"	"ADM-Info Tech Systems Division"	64	0	93872.5
"All Counties"	"ADM-Procurement Services"	10	0	64011.5
"All Counties"	"ADM-Revenue Services"	15	0	48078
"All Counties"	"ADM-Telecommunication Services"	20	1403.5	100093
"All Counties"	"AGR-Agricultural Comm/Sealer"	22	0	49266.5
"All Counties"	"APC-Air Pollution Control Dist"	33	0	57388
"All Counties"	"ASR-Assessors Office"	81	0	71271
"All Counties"	"AUD-Auditor Controllers Office"	42	0	55653
"All Counties"	"BLD-Building Division"	24	165	80167
"All Counties"	"CCL-County Counsel"	23	0	101082
"All Counties"	"CDR-Community Dev/Res Agency"	30	0	66172
"All Counties"	"CDR-Engineering & Surveying"	24	0	97015
"All Counties"	"CEO-Board of Supervisors Offc"	21	0	56304
"All Counties"	"CEO-Clerk of the Board"	6	0	53816
"All Counties"	"CEO-County Executive Office"	28	0	70924.5
"All Counties"	"CEO-Economic Development"	6	0	65970.5
"All Counties"	"CEO-Emergency Services"	5	0	58678
"All Counties"	"CEO-Orgnztnl Dvlpmnt Dvsn"	4	0	60298
"All Counties"	"CEO-Risk Mgmt.-Gen Liab-Wkrs Comp"	5	0	101455
"All Counties"	"CEO-Risk Mgmt. & Labor Relations"	7	0	106041
"All Counties"	"CLK-County Clerk-Recorder"	56	0	55288
"All Counties"	"CSS-Child Support Services"	49	0	44533
"All Counties"	"DAO-District Attorneys Office"	112	0	70550.5
"All Counties"	"DPW-Administration"	10	0	72808.5
"All Counties"	"DPW-Engineering"	42	0	94905.5
"All Counties"	"DPW-Fleet Operations"	20	149.5	64694
"All Counties"	"DPW-Flood Control Management"	3	0	110085
"All Counties"	"DPW-Natl Pollutn Elimntn Sys"	8	20.5	43698
"All Counties"	"DPW-Placer County Transit"	34	498.5	47220.5
"All Counties"	"DPW-Road Maintenance"	83	1112	60007
"All Counties"	"DPW-TART"	25	833	57098
"All Counties"	"FAC-Administration"	15	0	61077
"All Counties"	"FAC-Building Maintenance"	54	0	49591.5
"All Counties"	"FAC-Capital Improvements"	10	0	100983
"All Counties"	"FAC-CSA28-Dutch Flat Rec"	5	0	2888
"All Counties"	"FAC-DeWitt Development"	6	515.5	79260.5
"All Counties"	"FAC-Museums"	10	0	37722
"All Counties"	"FAC-Parks & Grounds Maintenance"	33	0	57164
"All Counties"	"FAC-Utility Services"	62	1293.5	72920
"All Counties"	"FRM-Farm Advisor"	6	0	18211.5
"All Counties"	"HHS-Administration"	59	0	52778
"All Counties"	"HHS-Administration and MIS"	3	0	16614
"All Counties"	"HHS-Adult System of Care"	147	0	49096
"All Counties"	"HHS-Animal Services"	19	407	52084
"All Counties"	"HHS-Children System of Care"	188	0	58652.5
"All Counties"	"HHS-Community Clinics"	13	0	6963
"All Counties"	"HHS-Community Health"	8	0	11096.5
"All Counties"	"HHS-Domestic Animal Control"	1	50	33396
"All Counties"	"HHS-Environmental Health"	29	0	77600
"All Counties"	"HHS-Housing Assistance Service"	2	0	64171
"All Counties"	"HHS-Human Services"	258	0	44533
"All Counties"	"HHS-IHSS Public Authority"	7	0	42412
"All Counties"	"HHS-Medical Clinics"	77	0	20363
"All Counties"	"HHS-Public Health"	70	0	56721
"All Counties"	"LIB-County Library"	83	0	10248
"All Counties"	"Local Agency Formation Co."	2	168	88042
"All Counties"	"PLN-Planning Division"	17	0	98415
"All Counties"	"PRO-Food Services Program"	20	752.5	39295.5
"All Counties"	"PRO-Probation Department"	151	175	66195
"All Counties"	"PRS-Clerical Pool"	28	0	1587
"All Counties"	"PRS-Employee Benefits"	10	0	70873
"All Counties"	"PRS-Personnel Department"	23	0	60207
"All Counties"	"RDV-Redevelopment"	1	0	52697
"All Counties"	"SRF-Administration"	47	0	57775
"All Counties"	"SRF-Auburn/So. Placer Patrol"	130	7991	109619.5
"All Counties"	"SRF-Jail Corrections & Deten"	219	1351	71213
"All Counties"	"SRF-Sheriff Grants Program"	13	3745	64851
"All Counties"	"SRF-So. Placer Corrections & Deten"	31	508	23131
"All Counties"	"SRF-Support Services"	65	30	57575
"All Counties"	"SRF-Tahoe Operations"	45	5963	112903
"All Counties"	"TAX-Treasurer/Tax Collector"	29	0	57144
"All Counties"	"VET-Veterans Services Office"	6	0	34601
"All Counties"	"Ab109-Sheriff"	3	2088	36882
"All Counties"	"Agriculture"	5	0	22281
"All Counties"	"Airports"	2	0	26837.5
"All Counties"	"Alcohol & Drug"	4	195.5	6599
"All Counties"	"Animal Control"	8	0	5948
"All Counties"	"Assessor"	12	0	36921
"All Counties"	"Auditor"	8	0	44039.5
"All Counties"	"Beh. Health Ab109"	2	0	10231
"All Counties"	"Board Of Supervisor"	7	0	44749
"All Counties"	"Boat Patrol"	5	157	13674
"All Counties"	"Building"	5	0	55760
"All Counties"	"Child Support"	10	0	33694.5
"All Counties"	"Clerk Recorder"	7	0	15369
"All Counties"	"County Counsel"	4	0	58901.5
"All Counties"	"County Parks"	3	0	10593
"All Counties"	"Court Security"	7	0	9291
"All Counties"	"Csa #12 Senior Transportation"	8	0	15711
"All Counties"	"District Attorney"	13	0	42495
"All Counties"	"Elections"	10	0	108
"All Counties"	"Engineering"	3	0	46414
"All Counties"	"Environmental Health"	6	0	54471.5
"All Counties"	"Facility Services"	11	0	27006
"All Counties"	"Farm"	2	0	21090
"All Counties"	"Gis"	1	0	46139
"All Counties"	"Greenville Memorial Hall"	1	0	2080
"All Counties"	"Human Resources"	6	0	9370
"All Counties"	"Information Technology"	4	0	66727
"All Counties"	"Jail"	17	2813	39821
"All Counties"	"Jail/Sb678"	2	1651.5	28726.5
"All Counties"	"Library"	15	0	6605
"All Counties"	"Literacy"	10	0	6063
"All Counties"	"Memorial Hall"	1	0	4160
"All Counties"	"Mental Health"	39	0	20623
"All Counties"	"Mhsa"	21	0	814
"All Counties"	"Museum"	1	0	57858
"All Counties"	"Planning"	3	0	64085
"All Counties"	"Probation"	22	0	21050.5
"All Counties"	"Public Guardian"	2	13	34474.5
"All Counties"	"Public Health"	35	0	37290
"All Counties"	"Public Works"	72	331	37460.5
"All Counties"	"Retirees Health"	19	0	8136
"All Counties"	"Samsha"	1	0	418
"All Counties"	"Senior Service"	17	0	7921
"All Counties"	"Sheriff"	51	2123	62796
"All Counties"	"Sheriff - AB443"	3	0	10731
"All Counties"	"Sierra County Literacy"	1	0	4025
"All Counties"	"Sierra House"	12	135	11147
"All Counties"	"Social Services"	47	230	29308
"All Counties"	"Treasurer/Tax Collector"	5	0	42389
"All Counties"	"Veteran Services"	2	0	12663.5
"All Counties"	"Victim Witness"	1	2713	65979
"All Counties"	"Agricultural Commissioner"	51	0	56870
"All Counties"	"Assessor-Clerk Recorder"	404	245.5	47301
"All Counties"	"Auditor - Controller"	94	0	57137
"All Counties"	"Aviation"	9	443	38755
"All Counties"	"Board Of Supervisors"	71	1641.5	63567
"All Counties"	"Building And Safety"	36	655	60425
"All Counties"	"Child Support Services"	335	765.5	50690
"All Counties"	"Code Enforcement"	92	231	67237
"All Counties"	"Community Action"	38	0	36258.5
"All Counties"	"Community Facility Districts"	3	0	82094
"All Counties"	"Cooperative Extension"	5	0	37131
"All Counties"	"County Counsel"	72	0	115051
"All Counties"	"County Service Area 152 National Pollutant Discharge Elimination System"	47	382	45108
"All Counties"	"Department of Health"	1378	317	42795
"All Counties"	"Department of Public Social Services"	3736	280	41088
"All Counties"	"District Attorney"	721	863	73513
"All Counties"	"Economic Development Agency"	330	259	51227
"All Counties"	"Executive Office"	32	998	81162.5
"All Counties"	"Facilities Management"	445	706	36652
"All Counties"	"Fair and National Date Festival"	17	552	36801
"All Counties"	"Fire Protection"	222	3369	58346
"All Counties"	"Flood Control"	245	351	57826
"All Counties"	"Human Resources"	2939	634	14639
"All Counties"	"In-Home Support Services Public Authority"	21	146	40663
"All Counties"	"Local Agency Formation Commission"	5	0	66393
"All Counties"	"Mental Health"	1289	483	41747
"All Counties"	"Office on Aging - Title III"	155	0	8816
"All Counties"	"Planning"	18	0	75966.5
"All Counties"	"Probation"	891	2003.5	53362
"All Counties"	"Public Defender"	245	406	87204
"All Counties"	"Purchasing"	110	257	41280.5
"All Counties"	"Regional Parks and Open Space District"	247	335	12638
"All Counties"	"Registrar Of Voters"	30	396	38812
"All Counties"	"Riverside Conservation Authority"	11	0	96722
"All Counties"	"Riverside County Children and Families Commission"	23	171	53306
"All Counties"	"Riverside County Information Technology"	243	2734	90665
"All Counties"	"Riverside County Regional Medical Center"	2907	2347	49534
"All Counties"	"Riverside County Sheriff"	4076	5382	80606
"All Counties"	"Salton Sea Authority"	1	0	87861
"All Counties"	"Transportation"	355	1139.5	58570
"All Counties"	"Transportation Land Management Agency"	62	195	54470.5
"All Counties"	"Treasurer - Tax Collector"	115	65.5	38150
"All Counties"	"Veterans Services"	17	0	31683
"All Counties"	"Waste Management"	156	690	47909.5
"All Counties"	"Agricultural Commission/Wts/Meas"	44	0	39030.5
"All Counties"	"Airports"	366	95.5	44136.5
"All Counties"	"Animal Care & Regulation"	32	1021	46809.5
"All Counties"	"Assessors Office"	158	0	58654
"All Counties"	"Board Of Supervisors"	5	0	104553
"All Counties"	"Carmichael Recreation And Parks District"	103	0	4821
"All Counties"	"Chief Financial Office"	30	0	70856
"All Counties"	"Chief Operations Office"	1	0	215725
"All Counties"	"Child Support Services"	317	0	43179
"All Counties"	"Civil Service Commission"	2	0	83147.5
"All Counties"	"Clerk Of The Board"	10	0	50988.5
"All Counties"	"Community Development"	214	0	69290
"All Counties"	"Conflict Criminal Defenders"	6	0	41069.5
"All Counties"	"Cooperative Extension"	2	23.5	42015.5
"All Counties"	"Coroner"	40	119.5	57404.5
"All Counties"	"Correctional Health Services"	142	315.5	65944.5
"All Counties"	"County Clerk/Recorder"	70	15	42811.5
"All Counties"	"County Counsel"	74	0	131727.5
"All Counties"	"County Executive Office"	28	0	72949.5
"All Counties"	"District Attorney"	448	0	84578.5
"All Counties"	"Environmental Management"	120	0	74689.5
"All Counties"	"Finance"	182	0	42028.5
"All Counties"	"Flood Management"	1	0	58838
"All Counties"	"General Services"	526	36	67513
"All Counties"	"Health And Human Services"	2036	0	56758
"All Counties"	"Human Assistance"	2020	0	48104
"All Counties"	"Is Ccr County Clerk/Recorder"	1	0	55707
"All Counties"	"Mission Oaks Recreation And Parks District"	243	0	1988
"All Counties"	"Multi-Agency Collaboration"	3	0	64085
"All Counties"	"Municipal Services"	51	0	23400
"All Counties"	"Personnel Services"	209	0	65463
"All Counties"	"Probation"	758	263.5	71220
"All Counties"	"Public Defender"	147	0	120945
"All Counties"	"Regional Parks"	146	0	16524.5
"All Counties"	"Retirement Administration"	43	0	50763
"All Counties"	"Revenue Recovery"	57	0	48751
"All Counties"	"Sd Internal Services Department"	101	0	52026
"All Counties"	"Sd Policy And Planning"	48	0	88318
"All Counties"	"Sd Sacramento Area Sewer District"	310	1502	67680
"All Counties"	"Sd Sacramento Reg Co Sanit Dist Ops"	335	606	78915
"All Counties"	"Sheriff"	2108	1253.5	93429
"All Counties"	"Sunrise Recreation And Park District"	432	0	3367
"All Counties"	"Technology"	380	0	82846
"All Counties"	"Transportation"	267	247	64446
"All Counties"	"Voter Registration & Elections"	64	0	9919.5
"All Counties"	"Waste Management & Recycling"	245	2984	57954
"All Counties"	"Water Resources"	224	29.5	72128
"All Counties"	"Administration"	4	0	59142
"All Counties"	"Agriculture Commissioner"	14	0	28477.5
"All Counties"	"Assessor"	14	0	55053
"All Counties"	"Auditor"	9	0	50594
"All Counties"	"Board Of Supervisors"	5	0	44653
"All Counties"	"Buildings/Grounds Maintenance"	2	0	25608
"All Counties"	"Children & Family Commission"	3	0	9691
"All Counties"	"Clerk Of The Board"	2	0	47129
"All Counties"	"Communications"	1	0	30009
"All Counties"	"Community Svc Work Force Dev"	12	0	34556.5
"All Counties"	"Council Of Governments"	10	0	57598
"All Counties"	"County Clerk"	2	0	126043
"All Counties"	"County Counsel"	6	0	91212.5
"All Counties"	"County Surveyor"	1	0	30548
"All Counties"	"District Attorney"	9	0	72284
"All Counties"	"Elections"	6	0	14278.5
"All Counties"	"Emergency Servies"	1	0	34448
"All Counties"	"Ems"	1	0	35604
"All Counties"	"Family Support"	17	0	46476
"All Counties"	"Health"	24	0	45333
"All Counties"	"Human Services"	75	0	41563
"All Counties"	"Information Technician"	5	0	56529
"All Counties"	"Jail"	25	10401	73318
"All Counties"	"Juvenile Hall"	19	6	36165
"All Counties"	"Library"	11	0	30557
"All Counties"	"Mental Health"	42	0	41597
"All Counties"	"Migrant Center"	3	0	35052
"All Counties"	"Personnel"	3	0	95364
"All Counties"	"Planning"	6	0	51905
"All Counties"	"Probation"	19	0	57479
"All Counties"	"Public Authority"	1	0	40581
"All Counties"	"Public Works"	7	0	69619
"All Counties"	"Public Works Road Maintenance"	17	0	38828
"All Counties"	"Sheriff Office Operations"	27	9658	95178
"All Counties"	"Solid Waste Disposal"	2	0	90817.5
"All Counties"	"Substance Abuse"	12	0	51060.5
"All Counties"	"Tax Collector"	4	23.5	26499
"All Counties"	"Treasurer"	4	0	34845
"All Counties"	"Vets Memorial Park"	1	1167	50172
"All Counties"	"Victim Witness"	2	0	37070.5
"All Counties"	"Agriculture/Weights & Measures"	67	0	38124
"All Counties"	"Airports Administration"	19	1278	52872
"All Counties"	"Architecture & Engineering"	22	0	62399.5
"All Counties"	"Arrowhead Regional Medical Center"	3507	930	39841
"All Counties"	"Assessor-Recorder-Clerk"	234	0	42564
"All Counties"	"Auditor-Controller/Treas/Tax Collector"	76	0	46805.5
"All Counties"	"Auditor-Controller/Treas/Tax Collectr"	227	0	41963
"All Counties"	"Auditor/Controller-Recorder"	6	0	4875
"All Counties"	"Behavioral Health"	914	0	48117.5
"All Counties"	"Board Gov Csa 42, Oro Grande"	1	0	3524
"All Counties"	"Board Governed"	1041	1821	57292
"All Counties"	"Board Governed Csa 20"	9	0	21784
"All Counties"	"Board Governed CSA 40"	1	1466	59254
"All Counties"	"Board Governed Yucaipa Park"	3	0	7971
"All Counties"	"Board of Retirement"	2	0	34488.5
"All Counties"	"Board Of Supervisors"	63	0	46003
"All Counties"	"Clerk of the Board"	17	0	40431
"All Counties"	"Community Dev & Housing"	16	0	51415
"All Counties"	"County Administrative Office"	58	0	72349
"All Counties"	"County Counsel"	92	0	59399.5
"All Counties"	"County Library"	291	0	12259
"All Counties"	"County Museum"	28	0	38003.5
"All Counties"	"Csa 56 - Wrightwood Park & Rec"	2	0	9063
"All Counties"	"District Attorney"	501	0	69789
"All Counties"	"Economic Development Function"	16	0	55413.5
"All Counties"	"Facilities Management"	124	0	37313.5
"All Counties"	"Fleet Management"	79	1157	60112
"All Counties"	"Human Resources"	128	0	56434
"All Counties"	"Human Services"	6916	0	35335.5
"All Counties"	"In Home Spt Svcs-Pub Authority"	19	0	32609
"All Counties"	"Information Services"	312	0	75135
"All Counties"	"Land Use Services"	129	0	55073
"All Counties"	"Probation"	1202	385.5	59160.5
"All Counties"	"Public Defender"	252	0	75678
"All Counties"	"Public Health"	874	0	40575.5
"All Counties"	"Public Works"	592	0	51763
"All Counties"	"Purchasing"	60	0.5	36558.5
"All Counties"	"Real Estate Administration"	23	0	67358
"All Counties"	"Redevelopment Agency"	5	0	99285
"All Counties"	"Regional Parks"	220	0	5245
"All Counties"	"Registrar Of Voters"	41	770	27574
"All Counties"	"Risk Management"	60	0	60370
"All Counties"	"Sb County Fpd - Limited Term"	99	7351	20703
"All Counties"	"Sheriff"	3512	1243	65437
"All Counties"	"Treasurer-Tax Collector"	2	0	6600
"All Counties"	"Veterans Affairs"	19	0	44309
"All Counties"	"Workforce Development Dept"	104	0	44180
"All Counties"	"Agriculture Weights and Measures"	189	193	49085
"All Counties"	"Air Pollution Control District"	160	0	69572.5
"All Counties"	"Animal Services"	174	508.5	40692
"All Counties"	"Assessor/Recorder/County Clerk"	455	12	50282
"All Counties"	"Auditor And Controller"	236	0	49022.5
"All Counties"	"Board of Supervisors"	2	0	58583.5
"All Counties"	"Board Of Supervisors District 1"	11	0	83188
"All Counties"	"Board Of Supervisors District 2"	9	0	81868
"All Counties"	"Board Of Supervisors District 3"	14	0	40988.5
"All Counties"	"Board Of Supervisors District 4"	9	0	79825
"All Counties"	"Board Of Supervisors District 5"	11	0	65532
"All Counties"	"Chief Administrative Office"	15	0	81868
"All Counties"	"Civil Service Commission"	10	0	575
"All Counties"	"Clerk Board/Supervisors"	45	0	43137
"All Counties"	"Community Services Group"	8	0	100524.5
"All Counties"	"County Communications Office"	22	0	69635.5
"All Counties"	"County Counsel"	142	0	87906
"All Counties"	"County Library"	415	0	29008
"All Counties"	"County Technology Office"	17	0	121351
"All Counties"	"Department Of Child Support"	506	0	48205.5
"All Counties"	"Department of Public Works-Airport Enterprise Fund"	37	0	61442
"All Counties"	"District Attorney"	1108	0	64554
"All Counties"	"Environmental Health"	294	112.5	67779
"All Counties"	"Facilities Management"	285	346	57236
"All Counties"	"Finance and General Government Group"	22	0	83069.5
"All Counties"	"Fleet Maintenance Support"	51	0	59732
"All Counties"	"Fleet Services Internal Service Fund Management"	3	125	52555
"All Counties"	"Fleet Services Internal Service Fund Parts And Fuel"	8	0	60718
"All Counties"	"Grand Jury"	1	0	67333
"All Counties"	"Health And Human Services Agency"	6070	131	45749
"All Counties"	"Housing And Community Development"	109	0	47624
"All Counties"	"Human Resources"	151	0	55245
"All Counties"	"Inactive Waste Site Management"	22	0	55529.5
"All Counties"	"Land Use and Environment Group"	13	0	67468
"All Counties"	"Law Enforcement Review Board"	4	0	78187
"All Counties"	"Local Agency Formation"	17	0	900
"All Counties"	"Medical Examiner"	60	1145.5	56719.5
"All Counties"	"Office Of Emergency Services"	19	0	63033
"All Counties"	"Parks And Recreation"	346	0	24166.5
"All Counties"	"Planning And Development Services"	186	0	64103.5
"All Counties"	"Probation Department"	1375	1508	60296
"All Counties"	"Public Defender"	411	0	77293
"All Counties"	"Public Safety Group"	414	0	2255.5
"All Counties"	"Public Works, Department Of General"	46	0	76844
"All Counties"	"Public Works, Department Of Road"	365	0	63418
"All Counties"	"Purchasing And Contracting"	57	0	69236
"All Counties"	"Registrar Of Voters"	338	0	3428.5
"All Counties"	"San Diego County Retirement"	100	0	56313
"All Counties"	"Sheriff"	4279	3027	67955
"All Counties"	"Treasurer-Tax Collector"	150	0	39573.5
"All Counties"	"Wastewater Management"	44	528	60101
"All Counties"	"Aging - Community Services"	20	0	48908.5
"All Counties"	"Agricultural Commissioner"	60	0	40867.5
"All Counties"	"Alcohol-Drug Alternative Program"	5	0	50095
"All Counties"	"Assessor"	87	0	50000
"All Counties"	"Auditor - Controller"	28	0	51524.5
"All Counties"	"Behavioral Health Admin"	95	0	42745
