"EntityName"	"DepartmentSubdivision"	"count"	"medianOT"	"medianTotalPay"
"Glenn"	"Veteran's Services Department"	1	0	37706
"Glenn"	"Women, Infants And Children"	5	0	49587
"Glenn"	"Youth Offender Intensive Supervision Program"	2	0	47018.5
"Humboldt"	"Administration"	48	0	50342.5
"Humboldt"	"Advanced Planning Department"	5	0	68897
"Humboldt"	"Agricultural Commissioner"	9	0	53030
"Humboldt"	"Airport Security"	11	0	24190
"Humboldt"	"Alcohol & Drug"	16	0	31615.5
"Humboldt"	"Alternate Counsel"	4	0	37261.5
"Humboldt"	"Animal Control"	12	186.5	26826.5
"Humboldt"	"Arcata-Eureka Airport"	17	640	44112
"Humboldt"	"Assessor"	28	0	37211.5
"Humboldt"	"Auditor-Controller"	15	0	43015
"Humboldt"	"Board of Supervisors"	11	0	72384
"Humboldt"	"Building Inspector"	12	0	51161.5
"Humboldt"	"Cal-Met Coastal Initiative"	1	12448	111903
"Humboldt"	"Cods Natural Resources Planning"	5	0	45169
"Humboldt"	"Communications"	2	0	16088.5
"Humboldt"	"Conflict Counsel"	9	0	57704
"Humboldt"	"Cooperative Extension"	5	0	4070
"Humboldt"	"Coroner - Public administrator"	6	6169	61670
"Humboldt"	"Correctional Facility Realign"	3	5851	43714
"Humboldt"	"County Administrative Officer"	5	0	101311
"Humboldt"	"County Counsel"	19	0	81238
"Humboldt"	"County Library"	77	0	6324
"Humboldt"	"County Surveyor"	1	0	84973
"Humboldt"	"Court Security"	15	325	24565
"Humboldt"	"Current Planning Department"	16	0	52950.5
"Humboldt"	"DA-Child Abuse Service Team"	3	0	15462
"Humboldt"	"Dept Of Child Support Services"	49	0	44175
"Humboldt"	"District Attorney"	47	0	39928
"Humboldt"	"Drug Court"	2	0	34647.5
"Humboldt"	"Early Childhood Care & Educati"	2	0	16225
"Humboldt"	"Economic Development Division"	9	0	36791
"Humboldt"	"Elections"	18	0	4696.5
"Humboldt"	"End Staff"	26	0	40053
"Humboldt"	"Environment Health"	32	0	43437.5
"Humboldt"	"Facility Management"	41	0	33703
"Humboldt"	"Hcaog"	6	0	69375.5
"Humboldt"	"Headwaters Division"	1	0	70269
"Humboldt"	"Health Education"	33	0	42398
"Humboldt"	"Healthy Moms"	12	0	37706
"Humboldt"	"Information Technology"	19	0	54736
"Humboldt"	"Juv Crime Prevention Act 2000"	2	0	53690
"Humboldt"	"Juvenile Hall"	34	443	32993
"Humboldt"	"Law Library"	5	0	3990
"Humboldt"	"Mach/Ccs Personnel Program"	25	0	44909
"Humboldt"	"Marijuana Eradication"	2	26223	94824
"Humboldt"	"Mental Health"	328	0	40193
"Humboldt"	"Motor Pool-Operating"	7	0	38322
"Humboldt"	"Office Of Emergency Services"	1	1898	52323
"Humboldt"	"Parks & Recreation"	12	65	9592.5
"Humboldt"	"Personnel"	7	0	68768
"Humboldt"	"Probation"	57	0	51781
"Humboldt"	"Proposition 10"	3	0	46820
"Humboldt"	"Public Defender"	18	0	54227
"Humboldt"	"Public Guardian - Conservator"	8	0	49111.5
"Humboldt"	"Public Health Administration"	40	0	39650
"Humboldt"	"Public Health Field Nursing"	66	0	48252
"Humboldt"	"Public Health Laboratory"	11	0	20763
"Humboldt"	"Public Safety Realignment"	11	0	51967
"Humboldt"	"Public Works - Land Use"	4	0	80990
"Humboldt"	"Purchasing Agent"	4	0	39038
"Humboldt"	"Recorder"	13	0	31691
"Humboldt"	"Regional Facility"	18	767	40611.5
"Humboldt"	"Revenue Recovery"	10	0	38366
"Humboldt"	"Risk Management"	6	0	20072.5
"Humboldt"	"Roads-Administration/Business"	11	0	39486
"Humboldt"	"Roads-Construction & Maint"	75	441	42126
"Humboldt"	"Roads-Engineering"	13	277	69684
"Humboldt"	"Roads-Equipment Maintenance"	13	502	42161
"Humboldt"	"Roads-Natural Resources"	3	0	66568
"Humboldt"	"Roads-Right Of Way"	9	0	36585
"Humboldt"	"Sheriff"	110	7212.5	68529
"Humboldt"	"Sheriff-Boat Safety Program"	1	17103	77321
"Humboldt"	"Sheriff - Jail"	114	10221.5	54552.5
"Humboldt"	"Social Services"	530	0	36199.5
"Humboldt"	"State Board Of Control"	2	0	33947
"Humboldt"	"Title Iv-E Waiver & Resolution"	2	340	65631.5
"Humboldt"	"Treasurer-Tax Collector"	11	0	33223
"Humboldt"	"Veterans Service Officer"	4	0	28203.5
"Humboldt"	"Victim-Witness Program"	3	0	40718
"Humboldt"	"Victim Advocacy & Outreach"	2	0	14007.5
"Humboldt"	"Water Management"	1	0	43284
"Humboldt"	"Wick Nutrition"	21	0	15205
"Imperial"	"Ab1913-Probation"	4	5198.5	68392.5
"Imperial"	"Agriculture Commissioner"	39	808.5	45852
"Imperial"	"Air Pollution Control"	19	563.5	53302
"Imperial"	"Airport-Imperial"	3	0	42910
"Imperial"	"Animal Control"	7	51	41485
"Imperial"	"Area Agency On Aging"	2	0	47016.5
"Imperial"	"Assessor"	29	5	50300
"Imperial"	"Auditor-Social Services Sect"	1	0	36435
"Imperial"	"Auditors"	18	0	40046
"Imperial"	"Behavioral Health"	241	513	35235
"Imperial"	"Betty Jo Receiving Home"	15	1239.5	33562
"Imperial"	"Board Of Supervisors"	5	0	58946
"Imperial"	"Budget & Fiscal"	5	82	63871
"Imperial"	"California Children Services"	9	0	39053
"Imperial"	"Child Support Services"	61	29	39509
"Imperial"	"Clerk Of The Board"	3	73.5	31676
"Imperial"	"Cooperative Extension"	5	0	28983
"Imperial"	"County Counsel"	13	55	54140
"Imperial"	"County Property Services"	45	524	38707
"Imperial"	"Court Security"	12	3574.5	54734.5
"Imperial"	"Da I.V.S.I.T."	3	11021	77814
"Imperial"	"District Attorney"	49	1114	51032
"Imperial"	"Employee Retirement"	10	147	38847
"Imperial"	"Equal Employment Opportunity"	1	0	72218
"Imperial"	"Executive Office"	9	53	59358
"Imperial"	"Fire Protection"	71	3150	39895
"Imperial"	"Fire Protection-Impcity"	6	7135	60366.5
"Imperial"	"Garage Operating Fund"	7	94	35218
"Imperial"	"Glamis Dune"	2	23424.5	103388.5
"Imperial"	"Health Services"	63	66.5	48852
"Imperial"	"Hidta-Coalition Mmt"	2	12632	90223
"Imperial"	"Hidta-Lecc"	2	2997	45611.5
"Imperial"	"Hidta District Attorney"	7	715	48625
"Imperial"	"Hidta Grant-Coalition"	2	11145.5	71838.5
"Imperial"	"Holtville Law Enforcement"	6	9354	73829
"Imperial"	"Human Resources & Risk Mngmnt"	18	29	53769.5
"Imperial"	"Ihss Public Authority"	3	129	36290
"Imperial"	"Imp Cnty Community Econ Develp"	6	0	46785.5
"Imperial"	"Information Systems"	19	242	62247
"Imperial"	"Juvenile Hall"	36	1870	38349
"Imperial"	"Library"	10	5.5	20169.5
"Imperial"	"Mhsa Act Prop #63"	52	739	38111.5
"Imperial"	"MHSA P.E.I."	6	168.5	40372.5
"Imperial"	"Mosquito Abatement"	5	311	44386
"Imperial"	"Office Of Emergency Services"	2	7	49913.5
"Imperial"	"Parks & Recreations"	6	1849	37992.5
"Imperial"	"Planning Bulding Inspection"	12	736.5	45392
"Imperial"	"Planning Commission"	2	0	1125
"Imperial"	"Planning Department"	15	413	48467
"Imperial"	"Probation And Corrections"	61	3679.5	55536
"Imperial"	"Probation Ivsit"	2	16230.5	77991
"Imperial"	"Public Administrator"	9	4	45829
"Imperial"	"Public Defender"	22	142.5	65949
"Imperial"	"Public Health Environmental Sv"	12	216	60991
"Imperial"	"Public Wks Road Const & Maint"	76	653	42776.5
"Imperial"	"Public Works Engineering & Sur"	3	195	57650
"Imperial"	"Public Works Solid Waste Disp"	10	5704	39110
"Imperial"	"Purchasing"	4	13	42304.5
"Imperial"	"Recorder & County Clerk"	12	8	30388
"Imperial"	"Registrar Of Voters/Elections"	17	125	7612
"Imperial"	"Sheriff-Boat & Waterway"	1	3142	61499
"Imperial"	"Sheriff-Coroner"	122	7511.5	62063
"Imperial"	"Sheriff Corrections Div"	120	8960	56761.5
"Imperial"	"Sheriff Process Fee"	1	0	10402
"Imperial"	"Social Services"	409	667.5	44143
"Imperial"	"Special Prosecutions Unit"	2	29961	67752.5
"Imperial"	"Substance Abuse"	15	41	41697
"Imperial"	"Tax Collector"	4	0	39641
"Imperial"	"Tobacco Education"	2	0	59298
"Imperial"	"Treasurer"	13	0	35980
"Imperial"	"Veterans Services"	3	0	33675
"Imperial"	"Victim Witness Asst Program"	3	0	39063
"Imperial"	"Wia Funds-Oat"	36	40	42639
"Inyo"	"Agricultural Commissioner"	8	0	33257.5
"Inyo"	"Airport-eastern Sierra Regional"	4	534	46702
"Inyo"	"Animal Control"	7	2829	51880
"Inyo"	"Assessor"	8	0	53208.5
"Inyo"	"Auditor/Controller"	8	0	29973
"Inyo"	"Board Of Supervisors"	8	0	51112
"Inyo"	"Building & Safety"	2	518	63863.5
"Inyo"	"Child Support"	12	0	43833.5
"Inyo"	"Cnty Admin Office"	4	0	75523.5
"Inyo"	"Coroner"	4	0	14362
"Inyo"	"County Clerk"	4	0	56425
"Inyo"	"County Counsel"	5	0	63996
"Inyo"	"Crippled Children"	1	0	92808
"Inyo"	"District Attorney"	18	0	47953
"Inyo"	"Elections"	1	0	242
"Inyo"	"Environmental Health"	6	0	69382
"Inyo"	"Farm Advisor"	1	0	54574
"Inyo"	"Health"	18	0	47167
"Inyo"	"Information Services"	10	136.5	64027.5
"Inyo"	"Jail"	49	3771	59652
"Inyo"	"Juvenile Institutions"	26	2010	46370.5
"Inyo"	"Library"	24	0	5985
"Inyo"	"Maintenance/building & Grounds"	8	0	39337
"Inyo"	"Mental Health"	40	253.5	45794.5
"Inyo"	"Mosquito Control"	4	540	44851.5
"Inyo"	"Museum"	3	0	47322
"Inyo"	"Parks"	8	14	43780
"Inyo"	"Personnel"	3	1020	65215
"Inyo"	"Planning & Zoning"	6	0	57055.5
"Inyo"	"Probation"	15	0	62768
"Inyo"	"Public Administrator/Guardian"	2	0	57712
"Inyo"	"Public Works"	12	0	64481.5
"Inyo"	"Risk Management"	1	0	85067
"Inyo"	"Road"	37	1707	52665
"Inyo"	"Sheriff"	40	1905.5	62157
"Inyo"	"Social Services"	58	0	35674
"Inyo"	"Solid Waste"	14	268.5	49628
"Inyo"	"Substance Abuse"	9	62	39879
"Inyo"	"Treasurer/Tax Collector"	4	0	59325
"Inyo"	"Veteran Service Office"	1	2484	50736
"Inyo"	"Water"	25	0	10008
"Kern"	"Aging And Adult Services"	183	213.5	19657
"Kern"	"Agriculture and Measurement Standards"	95	551	35392
"Kern"	"Airports"	30	1089	34334
"Kern"	"Animal Control"	87	1740.5	30838
"Kern"	"Assessor"	110	430.5	51710
"Kern"	"Auditor-Controller"	54	591	56928
"Kern"	"Board Of Supervisors-District 1"	11	0	21986
"Kern"	"Board Of Supervisors-District 2"	6	0	43693
"Kern"	"Board Of Supervisors-District 3"	5	0	39188
"Kern"	"Board Of Supervisors-District 4"	7	0	37018
"Kern"	"Board Of Supervisors-District 5"	12	0	7534.5
"Kern"	"Board Of Trade"	16	0	225
"Kern"	"Building Inspection"	38	412.5	52720.5
"Kern"	"California Childrens Services"	61	0	48753
"Kern"	"Child Support Services"	217	98	47581
"Kern"	"Clerk Of the Board Of Supervisors"	7	0	49181
"Kern"	"Code Compliance CE"	14	919	49345
"Kern"	"Community and Economic Development"	10	0	57738
"Kern"	"Construction Services"	23	2812.5	69135
"Kern"	"Correctional Medicine"	91	12435	91772
"Kern"	"County Administrative Officer"	25	240	62813
"Kern"	"County Clerk"	6	47	29433.5
"Kern"	"County Clerk Elections"	16	342.5	45504
"Kern"	"County Counsel"	49	2	95320
"Kern"	"Development Services Agency"	13	708.5	65054
"Kern"	"District Attorney"	232	565.5	59324
"Kern"	"District Attorney Forensic Division"	51	306.5	50675
"Kern"	"Emergency Medical Service"	8	46	60870.5
"Kern"	"Employers' Training Resource"	126	174	39815.5
"Kern"	"Engineering, Survey, and Permit Services"	37	107	56783
"Kern"	"Environmental Health"	65	1918	53305
"Kern"	"Farm And Home Advisor"	4	0	41203.5
"Kern"	"Fire"	735	24296.5	100286
"Kern"	"Garage"	23	1079.5	46998
"Kern"	"General Services"	119	363	40667
"Kern"	"Grand Jury"	1	0	47194
"Kern"	"Human Services"	1781	1209	40292
"Kern"	"Information Technology Services"	55	1251.5	78996
"Kern"	"KCERA"	1	0	1900
"Kern"	"Kern Council of Governments"	1	0	225
"Kern"	"Kern Medical Center"	1947	1114.5	43663
"Kern"	"Kern Sanitation Authority"	16	1079.5	59111
"Kern"	"Library"	208	871	7800
"Kern"	"Mental Health Services"	540	918	49184.5
"Kern"	"Parks & Recreation"	116	385	35947
"Kern"	"Personnel"	28	1	52726
"Kern"	"Planning & Community Development"	44	832.5	50083
"Kern"	"Probation"	686	2967	53277.5
"Kern"	"Public Defender"	112	0	70115
"Kern"	"Public Health"	277	241	43782
"Kern"	"Public Transit"	5	182.5	45696
"Kern"	"Recorder"	32	5	32284
"Kern"	"Risk Management"	37	251	49431
"Kern"	"Roads"	208	649.5	50341
"Kern"	"Sheriff"	1341	8524	69981
"Kern"	"Solid Waste"	148	453	49281
"Kern"	"Substance Abuse Program"	49	129	36214
"Kern"	"Treasurer-Tax Collector"	40	286	37675
"Kern"	"Veterans Services"	12	0	45420
"Kings"	"Admin - Minors Advocacy"	6	0	35986
"Kings"	"Administration"	7	0	66419
"Kings"	"Agr. Commissioner/Sealer"	29	0	43588
"Kings"	"Agriculture - Extension Svc"	3	0	26422
"Kings"	"Assessor"	27	0	46367
"Kings"	"Behavioral Health Admin"	7	0	43588
"Kings"	"BHA - AOD Program Admin"	2	122.5	61667
"Kings"	"BHA - MH Services Act"	21	0	40872
"Kings"	"Board Of Supervisors"	7	0	64547
"Kings"	"CDA - Building Inspection"	4	0	55105.5
"Kings"	"Community Development Agency"	11	0	44967
"Kings"	"County Clerk - Elections"	8	0	26932.5
"Kings"	"County Counsel"	12	0	45217.5
"Kings"	"D.A. - AB 109"	1	0	26371
"Kings"	"D.A. - Child Abduction"	2	4548.5	58681
"Kings"	"D.A. - Misc. Grants"	3	4687	74697
"Kings"	"D.A. - State Prisons"	8	216	72857.5
"Kings"	"DA - Domestic Violence VAWA"	3	0	72142
"Kings"	"Department of Finance"	18	0	58844
"Kings"	"Dept. of Child Support Services"	58	167	38743
"Kings"	"District Attorney"	47	0	42193
"Kings"	"Fire"	75	10181	74680
"Kings"	"Fire- Office of Emergency Mgmt."	1	0	46254
"Kings"	"Health"	1	57	32548
"Kings"	"Health- Information Management"	13	33	29991
"Kings"	"Health - Administration"	14	0	43152.5
"Kings"	"Health - AIDS Program"	3	61	50234
"Kings"	"Health - Bio Terrorism"	3	0	15917
"Kings"	"Health - Calif Child Services"	7	0	34048
"Kings"	"Health - CD Clinic"	6	0	41889.5
"Kings"	"Health - Child Health"	7	0	55057
"Kings"	"Health - Environmental Health"	11	32	67653
"Kings"	"Health - Family Planning"	11	0	50944
"Kings"	"Health - Grants"	3	0	50753
"Kings"	"Health - Lab"	3	32	76030
"Kings"	"Health - MCH"	2	145.5	56888
"Kings"	"Health - PHN"	4	0	72637.5
"Kings"	"Health - TB Program"	1	0	50173
"Kings"	"Health - Tobacco Grants"	2	1307	56016
"Kings"	"Health - WIC Program"	23	0	34946
"Kings"	"Human Resources"	8	0	49665
"Kings"	"Human Services"	314	543	39547.5
"Kings"	"Information Technology"	32	703	66990
"Kings"	"IT - Central Services"	4	232.5	35949.5
"Kings"	"IT - Internal Services Admin"	4	14	52562
"Kings"	"IT - Purchasing"	2	0	55721
"Kings"	"IT - Record Storage/Microfilm"	6	130.5	32781.5
"Kings"	"JTO Program Admin"	25	0	42178
"Kings"	"Law Library"	1	8	31524
"Kings"	"Library"	31	0	23248
"Kings"	"Probation"	53	113	50309
"Kings"	"Probation - Juvenile Center"	52	1633.5	42209.5
"Kings"	"Probation - Misc. Grants"	5	410	56049
"Kings"	"Probation - Sb-678"	3	103	27233
"Kings"	"Probation - Victim Assistant VAW"	1	0	10943
"Kings"	"Probation - Victim/Witness"	3	0	31626
"Kings"	"Probation - Yobg"	4	1273	52382.5
"Kings"	"Probation Ab-109"	28	58.5	31438
"Kings"	"Public Guardian/Veterans Svc"	18	0	23631.5
"Kings"	"Public Works-Engineering/Roads"	23	147	40865
"Kings"	"Public Works-Parks & Grounds"	14	523.5	29435.5
"Kings"	"Public Works - Administration"	4	0	52315.5
"Kings"	"Public Works - Building Maintenance"	32	114	36657
"Kings"	"Public Works - Fleet Mgmt. ISF"	8	51.5	38887.5
"Kings"	"Public Works - Surveyor"	5	0	62726
"Kings"	"Recorder"	8	0	27281
"Kings"	"Sheriff-Court Security Svcs."	11	0	55049
"Kings"	"Sheriff - AB-109"	53	2642	31669
"Kings"	"Sheriff - Administration"	20	1174.5	34057
"Kings"	"Sheriff - Animal Svcs. Shelter"	9	49	30519
"Kings"	"Sheriff - Field Operations"	72	4893	61886.5
"Kings"	"Sheriff - Jail"	101	5418	50189
"Kings"	"Sheriff - Jail Kitchen"	9	2546	41761
"Kings"	"Sheriff - Narcotics Task Force"	1	25	35136
"Kings"	"Sheriff - Operation AB443"	6	15972	79999.5
"Kings"	"Sheriff - Radio Communications"	16	7101.5	58171
"Kings"	"Sheriff - Rural Crime T.F."	3	6004	68391
"Kings"	"Sheriff -Animal Services Field"	2	8554	49811
"Lake"	"Administrative Office"	9	0	40069
"Lake"	"Agricultural Commissioner"	12	0	11434
"Lake"	"Air Quality Mgmt. Dist"	9	0	26636
"Lake"	"Alcohol & Other Drugs Ser"	26	0	21126.5
"Lake"	"Animal Care And Control"	25	0	8500
"Lake"	"Assessor"	18	0	28848
"Lake"	"Auditor-Controller"	12	0	33020
"Lake"	"Board Of Supervisors"	5	0	59157
"Lake"	"Building And Safety"	9	0	28280
"Lake"	"Buildings And Grounds"	19	64	14540
"Lake"	"Child Support Services"	36	11	30351
"Lake"	"Clerk To Board Of Supervisor"	1	0	41483
"Lake"	"County Counsel"	8	0	56896
"Lake"	"County Museum"	8	0	7868.5
"Lake"	"Da/Victim-Witness Assist"	6	0	38620.5
"Lake"	"Dept. Of Public Works"	7	0	35897
"Lake"	"District Attorney"	36	0	61848.5
"Lake"	"Economic Development Prog"	2	0	19139.5
"Lake"	"Elections"	10	0	1545
"Lake"	"Engineering & Inspection"	15	0	39390
"Lake"	"Environmental Health"	15	0	35778
"Lake"	"Flood/Lake Mgmt. Program"	6	0	51405.5
"Lake"	"Health Services Admin"	9	0	42284
"Lake"	"Human Resources"	9	0	33823
"Lake"	"Information Technology"	13	0	51191
"Lake"	"Integrated Waste Mgmt."	15	16	33254
"Lake"	"Isf-Fleet Maintenance"	6	0	33902
"Lake"	"Jail Facilities"	78	3999	48682
"Lake"	"Juvenile Home"	22	1499.5	31216.5
"Lake"	"Lampson Operation"	1	0	7964
"Lake"	"Law Library Trust"	3	0	1027
"Lake"	"Library - General"	20	0	19771.5
"Lake"	"Marine Patrol"	6	2031	22678.5
"Lake"	"Mental Health Admin"	89	0	24795
"Lake"	"Office Of Emergency Service"	1	1567	26102
"Lake"	"Parks And Recreation"	20	0	25491
"Lake"	"Planning Department"	23	0	32009
"Lake"	"Probation Officer-Juvenile"	39	143	40463
"Lake"	"Public Health"	29	0	27277
"Lake"	"Purchasing"	1	0	20546
"Lake"	"Recorder"	4	0	32332
"Lake"	"Recorder - Micrographics"	2	0	7630
"Lake"	"Road Department"	34	219	37050
"Lake"	"Section 8 Housing Program"	4	0	26967.5
"Lake"	"Sheriff-Bailiffs"	9	0	21573
"Lake"	"Sheriff-Central Dispatch"	10	8019.5	48272.5
"Lake"	"Sheriff-Coroner"	69	9122	69913
"Lake"	"Sheriff/Coroner"	1	0	19026
"Lake"	"Social Services Admin"	203	0	33661
"Lake"	"Social Services Programs"	3	0	24902
"Lake"	"Social Services Special P"	8	0	31912.5
"Lake"	"Special Districts Admin"	49	431	40139
"Lake"	"Special Projects"	3	0	13636
"Lake"	"Treasurer-Tax Collector"	18	0	19768.5
"Lake"	"U.C. Cooperative Extension"	5	0	7393
"Lake"	"Veteran Services Officer"	3	0	42496
"Lake"	"Visitor Center"	6	0	7317
"Lassen"	"Administration"	5	6913	60825
"Lassen"	"Agricultural Commissioner"	2	0	56758.5
"Lassen"	"Assessor"	11	1696	53752
"Lassen"	"Auditor"	9	0	47376
"Lassen"	"Child Support Services"	9	0	38141
"Lassen"	"Children & Family Services"	1	0	97625
"Lassen"	"Cooperative Extension"	1	0	33994
"Lassen"	"County Board of Supervisors"	5	0	38761
"Lassen"	"County Clerk/Recorder"	7	149	44323
"Lassen"	"County Counsel"	3	0	64431
"Lassen"	"District Attorney"	10	6724	60282
"Lassen"	"Economic Development/Housing"	2	0	47985.5
"Lassen"	"Fair"	2	4388	62030.5
"Lassen"	"Health and Social Services"	137	320.5	38044
"Lassen"	"Personnel/Risk Management"	3	0	31404
"Lassen"	"Planning"	11	0	44978
"Lassen"	"Probation"	31	3832	44375
"Lassen"	"Public Defender"	5	0	63003
"Lassen"	"Public Works"	49	1927	41172
"Lassen"	"Sheriff"	84	2379.5	42426
"Lassen"	"Solid Waste"	10	1119	32543.5
"Lassen"	"Treasurer/Tax Collec tor"	6	0	47528
"Los Angeles"	"Affirmative Action Compliance"	2	0	984.5
"Los Angeles"	"Agric Comm/Wts & Measures"	386	193	51625
"Los Angeles"	"Alternate Public Defender"	297	0	116433
"Los Angeles"	"Animal Care And Control"	334	829.5	45542.5
"Los Angeles"	"Antelope Valley Rehabilitation Center"	84	505	43938.5
"Los Angeles"	"Assessor"	1387	0	54865
"Los Angeles"	"Auditor-Controller"	561	0	71141
"Los Angeles"	"Beaches & Harbors"	262	140.5	44102
"Los Angeles"	"Board Of Supervisors"	588	0	60572.5
"Los Angeles"	"Chief Executive Office"	500	0	95432.5
"Los Angeles"	"Chief Information Office"	25	0	140074
"Los Angeles"	"Child Support Services"	1563	0	52218
"Los Angeles"	"Children's Medical Services"	710	0	78128.5
"Los Angeles"	"Children & Family Services"	7166	87	65172
"Los Angeles"	"Community and Senior Services"	516	0	60196.5
"Los Angeles"	"Consumer Affairs"	65	0	49517
"Los Angeles"	"County Counsel"	534	0	95431.5
"Los Angeles"	"Department of Medical Examiner - Coroner"	226	253.5	56166.5
"Los Angeles"	"District Attorney"	2139	0	96588
"Los Angeles"	"Fire Department"	4824	22034.5	109821
"Los Angeles"	"Grand Jury"	5	0	82559
"Los Angeles"	"Health Services"	1334	0	69682.5
"Los Angeles"	"Human Resources Dept."	313	0	85207
"Los Angeles"	"Internal Services Dept"	1038	380	78967.5
"Los Angeles"	"Internal Services Dept."	885	0	76134
"Los Angeles"	"Juvenile Court Health Services"	224	346.5	78924
"Los Angeles"	"LAC+USC Healthcare Network"	8134	170.5	53395
"Los Angeles"	"Mental Health"	4564	0	62312
"Los Angeles"	"MetroCare Network"	5375	26	55147
"Los Angeles"	"Military & Vets Affairs"	36	0	48275
"Los Angeles"	"Museum Of Art"	51	2418	75474
"Los Angeles"	"Museum Of Natural History"	19	0	65025
"Los Angeles"	"Non-Departmental / Unbudgeted"	16	0	6688
"Los Angeles"	"NonCnty - Los Angeles County Employee Retirement Association"	394	0	67098.5
"Los Angeles"	"Office of AIDS Programs & Policy"	188	0	63759.5
"Los Angeles"	"Office Of Managed Care"	193	0	70870
"Los Angeles"	"Parks & Recreation Department"	2546	0	16336.5
"Los Angeles"	"Probation Department"	5650	135	64575
"Los Angeles"	"Public Defender"	1089	0	109924
"Los Angeles"	"Public Health Programs"	2637	0	69452
"Los Angeles"	"Public Library"	1640	0	13049.5
"Los Angeles"	"Public Social Services Dept"	13699	129	46023
"Los Angeles"	"Public Works Department"	3514	196	65141.5
"Los Angeles"	"Rancho Los Amigos National Rehabilitation Center"	1510	30.5	52761.5
"Los Angeles"	"Regional Planning Department"	182	0	79111.5
"Los Angeles"	"Registrar Recorder"	1263	97	37204
"Los Angeles"	"Sheriff"	18607	557	82224
"Los Angeles"	"Substance Abuse Prevention and  Control"	223	0	62359
"Los Angeles"	"Treasurer & Tax Collector"	486	0	47742.5
"Los Angeles"	"Valley care Network"	3312	115	49883
"Madera"	"Admin"	7	0	54640
"Madera"	"Ag. Commission"	6	0	33091.5
"Madera"	"Agcom"	17	0	34492
"Madera"	"Agext"	1	0	11381
"Madera"	"Animal Services"	16	1093	25558.5
"Madera"	"Asser"	38	0	33009
"Madera"	"Assessor"	1	0	73
"Madera"	"Aud/Ll"	3	0	12221
"Madera"	"Auditor"	20	0	45858.5
"Madera"	"Behavioral Health"	115	0	43628
"Madera"	"Board of Supervisor"	20	0	48402
"Madera"	"Cao"	1	0	14866
"Madera"	"Central Garage"	6	0	43108.5
"Madera"	"Central Services"	2	33.5	17315.5
"Madera"	"Child Support"	43	0	37002
"Madera"	"Cnsv2"	3	0	36206
"Madera"	"Coact"	1	0	103618
"Madera"	"Corrections"	107	1358	40517
"Madera"	"County Clerk"	15	0	34462
"Madera"	"County Counsel"	7	0	30430
"Madera"	"Courts Admin"	108	0	37464.5
"Madera"	"District Attorney"	43	0	45713
"Madera"	"Engineer"	60	0	45053.5
"Madera"	"Environmental Health"	14	0	39936
"Madera"	"Fire"	109	0	765
"Madera"	"Frprv"	2	539.5	63214
"Madera"	"Health"	112	0	37102
"Madera"	"Human Resources"	16	0	28980.5
"Madera"	"Information Technology"	21	0	56897
"Madera"	"Juvenile Hall"	49	2816	46090
"Madera"	"Lafco"	7	0	100
"Madera"	"Library"	25	0	11771
"Madera"	"Planning"	32	0	37000
"Madera"	"Probation"	65	0	49020
"Madera"	"Rds-Engr"	1	0	3576
"Madera"	"Rma-Gnsv"	2	0	83723.5
"Madera"	"Rmaad"	1	0	2942
"Madera"	"Roads"	78	0	40450.5
"Madera"	"Roads-Shop"	1	0	543
"Madera"	"Sheriff"	127	1088	52723
"Madera"	"Social Services"	282	0	33457
"Madera"	"Tax Collector"	10	0	31859.5
"Madera"	"Vtsvc"	1	0	38298
"Marin"	"Administrator"	20	85	82562.5
"Marin"	"Agricultural Commissioner"	18	0	58527.5
"Marin"	"Assessor - Recorder"	72	402	63446
"Marin"	"Board of Supervisors"	28	0	71052.5
"Marin"	"Child Support Services"	36	1534	57493
"Marin"	"Community Development"	87	1323.5	74300
"Marin"	"County Counsel"	32	0	67365.5
"Marin"	"Cultural Services"	177	0	956
"Marin"	"Department of Finance"	75	309	54252
"Marin"	"District Attorney"	106	1363.5	58841.5
"Marin"	"Elections"	35	525.5	5326
"Marin"	"Farm Advisor"	2	0	44829
"Marin"	"Fire"	161	10379	49653
"Marin"	"Health & Human Services"	760	1239	57071
"Marin"	"Human Resources"	40	409	73945
"Marin"	"Information Services"	109	924	99496
"Marin"	"Library"	237	0	13498
"Marin"	"Probation"	137	2627.5	67867
"Marin"	"Public Defender"	44	0	93440.5
"Marin"	"Public Works"	251	3146	65264
"Marin"	"Retirement"	21	41	54291
"Marin"	"Sheriff"	330	7796	95629.5
"Marin"	"Treasurer - Tax Collector"	1	0	699
"Mariposa"	"Administration"	4	0	64359
"Mariposa"	"Adult Detention Facility"	21	2161	47265
"Mariposa"	"Alcohol/Drug"	2	0	47891.5
"Mariposa"	"Assessor"	11	0	43862
"Mariposa"	"Auditor"	10	0	47034
"Mariposa"	"Behavioral Health"	18	0	34462
"Mariposa"	"Board of Supervisors"	7	0	50522
"Mariposa"	"Boating Safety"	2	4278	55466
"Mariposa"	"Building Department"	6	0	25616.5
"Mariposa"	"Business & Econ Dev"	1	0	36767
"Mariposa"	"Child Support"	8	0	44250
"Mariposa"	"Clerk"	1	0	17905
"Mariposa"	"Community Correct SB678"	1	1665	50643
"Mariposa"	"County Clerk"	1	0	34083
"Mariposa"	"County Counsel"	2	0	92412
"Mariposa"	"Data Processing"	4	120	74212.5
"Mariposa"	"Dept. of Agriculture"	4	0	30425.5
